,0,1,2,Act Enrl,Actv,Bldg/Rm,CRN,Course #,Course Title,Days,Instructor,Max Enrl,Seats Avail,Start - End,Time,Units
27,,,,24.0,LECT,REMOTE ONLY,10532.0,NSED-120-01,Classroom Interactions,T,"Sinha, Somnath",24.0,Closed,19-JAN 07-MAY,8:30-11:20am,4.0
28,,,,,EXAM,REMOTE ONLY,,,Classroom Interactions,M,,,,10-MAY 10-MAY,11:30-2:30pm,
29,,,,24.0,LECT,REMOTE ONLY,14615.0,NSED-120-02,Classroom Interactions,T,"Cool, Stacey",24.0,Closed,19-JAN 07-MAY,4:10-7:00pm,4.0
30,,,,,EXAM,REMOTE ONLY,,,Classroom Interactions,M,,,,10-MAY 10-MAY,11:30-2:30pm,
31,,,,23.0,LECT,REMOTE ONLY,14655.0,NSED-130-01,Technology in Education,M,"Cool, Stacey",24.0,1,19-JAN 07-MAY,4:10-7:00pm,3.0
32,,,,,EXAM,REMOTE ONLY,,,Technology in Education,F,,,,14-MAY 14-MAY,6:30-9:30pm,
33,,,,3.0,LECT,REMOTE ONLY,14616.0,NSED-150-01,Research Methods in Education,T,"Sinha, Somnath",24.0,21,19-JAN 07-MAY,4:10-7:00pm,4.0
34,,,,,EXAM,REMOTE ONLY,,,Research Methods in Education,T,,,,11-MAY 11-MAY,3:00-6:00pm,
35,,,,10.0,SEM,REMOTE ONLY,10592.0,NSED-174-01,Issues in Teaching w/FldwkMust Also Register for a Corresponding Fieldwork Section,,"Nau, Adrienne",24.0,14,19-JAN 07-MAY,TBD-TBD,1.0
36,,,,10.0,FLDW,REMOTE ONLY,10593.0,NSED-174-02F,Issues in Teaching w/Fldwk,,"Nau, Adrienne",24.0,14,19-JAN 07-MAY,TBD-TBD,0.0
0,,,,157.0,LECT,REMOTE ONLY,12911.0,PH-001-01,Introduction to Public Health,MW,"Aguilera, Alberto",200.0,43,19-JAN 07-MAY,9:30-11:20am,4.0
1,,,,,EXAM,REMOTE ONLY,,,Introduction to Public Health,W,,,,12-MAY 12-MAY,3:00-6:00pm,
2,,,,82.0,LECT,REMOTE ONLY,13122.0,PH-005-01,Global HealthMust Also Register for a Corresponding Discussion Section,TR,"Veloz, David",100.0,18,19-JAN 07-MAY,4:30-5:45pm,4.0
3,,,,,EXAM,REMOTE ONLY,,,Global HealthMust Also Register for a Corresponding Discussion Section,T,,,,11-MAY 11-MAY,8:00-11:00am,
4,,,,21.0,DISC,REMOTE ONLY,14591.0,PH-005-02D,Global Health,F,"Valle, Kimberly",25.0,4,19-JAN 07-MAY,8:30-9:20am,0.0
5,,,,23.0,DISC,REMOTE ONLY,14592.0,PH-005-03D,Global Health,F,"Valle, Kimberly",25.0,2,19-JAN 07-MAY,9:30-10:20am,0.0
6,,,,20.0,DISC,REMOTE ONLY,14593.0,PH-005-04D,Global Health,F,"Alvarado, Amanda",25.0,5,19-JAN 07-MAY,10:30-11:20am,0.0
7,,,,18.0,DISC,REMOTE ONLY,14594.0,PH-005-05D,Global Health,F,"Alvarado, Amanda",25.0,7,19-JAN 07-MAY,11:30-12:20pm,0.0
8,,,,77.0,LECT,REMOTE ONLY,10431.0,PH-100-01,Introduction to Epidemiology,MW,"Goldman-Mellor, Sidra",120.0,43,19-JAN 07-MAY,1:30-3:20pm,4.0
9,,,,,EXAM,REMOTE ONLY,,,Introduction to Epidemiology,S,,,,08-MAY 08-MAY,11:30-2:30pm,
10,,,,55.0,LECT,REMOTE ONLY,14125.0,PH-102-01,Health Promotion,MW,"Young, Maria-Elena",55.0,Closed,19-JAN 07-MAY,9:00-10:15am,4.0
11,,,,,EXAM,REMOTE ONLY,,,Health Promotion,T,,,,11-MAY 11-MAY,11:30-2:30pm,
12,,,,51.0,LECT,REMOTE ONLY,12920.0,PH-103-01,Health Communication,MW,"Aguilera, Alberto",55.0,4,19-JAN 07-MAY,4:30-5:45pm,4.0
13,,,,,EXAM,REMOTE ONLY,,,Health Communication,F,,,,14-MAY 14-MAY,3:00-6:00pm,
14,,,,44.0,LECT,REMOTE ONLY,16423.0,PH-103-02,Health Communication,TR,"Aguilera, Alberto",55.0,11,19-JAN 07-MAY,3:00-4:15pm,4.0
15,,,,,EXAM,REMOTE ONLY,,,Health Communication,M,,,,10-MAY 10-MAY,6:30-9:30pm,
16,,,,108.0,LECT,REMOTE ONLY,13615.0,PH-105-01,Intro to US Health Care,TR,"Payan, Denise",115.0,7,19-JAN 07-MAY,3:00-4:15pm,4.0
17,,,,,EXAM,REMOTE ONLY,,,Intro to US Health Care,M,,,,10-MAY 10-MAY,6:30-9:30pm,
18,,,,26.0,LECT,REMOTE ONLY,16513.0,PH-105-02,Intro to US Health Care,MW,"Spezzano, Theresa",25.0,-1,19-JAN 07-MAY,1:30-2:45pm,4.0
19,,,,,EXAM,REMOTE ONLY,,,Intro to US Health Care,M,,,,10-MAY 10-MAY,3:00-6:00pm,
20,,,,55.0,LECT,REMOTE ONLY,13616.0,PH-110-01,Environmental Health,TR,"Bradman, Asa",55.0,Closed,19-JAN 07-MAY,9:00-10:15am,4.0
21,,,,,EXAM,REMOTE ONLY,,,Environmental Health,T,,,,11-MAY 11-MAY,3:00-6:00pm,
22,,,,55.0,LECT,REMOTE ONLY,13103.0,PH-112-01,Research Methods Public Health,MW,"Veloz, David",55.0,Closed,19-JAN 07-MAY,11:00-12:15pm,4.0
23,,,,,EXAM,REMOTE ONLY,,,Research Methods Public Health,S,,,,08-MAY 08-MAY,8:00-11:00am,
24,,,,28.0,LECT,REMOTE ONLY,15367.0,PH-112-02,Research Methods Public Health,TR,"Veloz, David",55.0,27,19-JAN 07-MAY,9:00-10:15am,4.0
25,,,,,EXAM,REMOTE ONLY,,,Research Methods Public Health,T,,,,11-MAY 11-MAY,3:00-6:00pm,
26,,,,55.0,LECT,REMOTE ONLY,15439.0,PH-113-01,Latino and Immigrant Health,MW,"Young, Maria-Elena",55.0,Closed,19-JAN 07-MAY,1:30-2:45pm,4.0
27,,,,,EXAM,REMOTE ONLY,,,Latino and Immigrant Health,S,,,,08-MAY 08-MAY,11:30-2:30pm,
28,,,,10.0,DISC,REMOTE ONLY,16424.0,PH-114-01,Migration and Health,W,"Burke, Nancy",10.0,Closed,19-JAN 07-MAY,9:30-11:20am,4.0
29,,,,10.0,DISC,REMOTE ONLY,16505.0,PH-114-02,Migration and Health,W,"Burke, Nancy",10.0,Closed,19-JAN 07-MAY,11:30-1:20pm,4.0
30,,,,10.0,DISC,REMOTE ONLY,16506.0,PH-114-03,Migration and Health,W,"Burke, Nancy",10.0,Closed,19-JAN 07-MAY,1:30-3:20pm,4.0
31,,,,12.0,DISC,REMOTE ONLY,16507.0,PH-114-04,Migration and Health,W,"Burke, Nancy",12.0,Closed,19-JAN 07-MAY,3:30-5:20pm,4.0
32,,,,12.0,DISC,REMOTE ONLY,16508.0,PH-114-05,Migration and Health,R,"Burke, Nancy",12.0,Closed,19-JAN 07-MAY,9:30-11:20am,4.0
33,,,,12.0,DISC,REMOTE ONLY,16509.0,PH-114-06,Migration and Health,R,"Burke, Nancy",12.0,Closed,19-JAN 07-MAY,11:30-1:20pm,4.0
34,,,,12.0,DISC,REMOTE ONLY,16510.0,PH-114-07,Migration and Health,R,"Burke, Nancy",12.0,Closed,19-JAN 07-MAY,1:30-3:20pm,4.0
35,,,,12.0,DISC,REMOTE ONLY,16511.0,PH-114-08,Migration and Health,R,"Burke, Nancy",12.0,Closed,19-JAN 07-MAY,3:30-5:20pm,4.0
36,,,,65.0,LECT,REMOTE ONLY,13104.0,PH-181-01,Public Health Research,T,"Nathan, Stephanie",65.0,Closed,19-JAN 07-MAY,6:00-8:45pm,4.0
37,,,,,EXAM,REMOTE ONLY,,,Public Health Research,W,,,,12-MAY 12-MAY,11:30-2:30pm,
38,,,,5.0,SEM,REMOTE ONLY,14595.0,PH-202-01,Epidemiological Methods,TR,"Ha, Sandie",10.0,5,19-JAN 07-MAY,4:30-6:20pm,4.0
39,,,,,EXAM,REMOTE ONLY,,,Epidemiological Methods,T,,,,11-MAY 11-MAY,8:00-11:00am,
40,,,,4.0,SEM,REMOTE ONLY,14596.0,PH-208B-01,Professional Skills B,T,"Yen, Irene",10.0,6,19-JAN 07-MAY,10:30-12:20pm,2.0
41,,,,,EXAM,REMOTE ONLY,,,Professional Skills B,S,,,,08-MAY 08-MAY,3:00-6:00pm,
42,,,,7.0,LECT,REMOTE ONLY,16426.0,PH-209B-01,Grant Writing II,W,"Yen, Irene",10.0,3,19-JAN 07-MAY,12:00-1:50pm,2.0
43,,,,,EXAM,REMOTE ONLY,,,Grant Writing II,F,,,,14-MAY 14-MAY,8:00-11:00am,
44,,,,4.0,LECT,REMOTE ONLY,15241.0,PH-212-01,Public Health Stats II,F,"Chan-Golston, Alec",20.0,16,19-JAN 07-MAY,9:30-12:15pm,4.0
45,,,,,EXAM,REMOTE ONLY,,,Public Health Stats II,W,,,,12-MAY 12-MAY,3:00-6:00pm,
46,,,,10.0,LECT,REMOTE ONLY,16427.0,PH-215-01,Qualitative Research Methods,T,"Burke, Nancy",10.0,Closed,19-JAN 07-MAY,2:00-4:15pm,4.0
47,,,,,EXAM,REMOTE ONLY,,,Qualitative Research Methods,F,,,,14-MAY 14-MAY,11:30-2:30pm,
0,,,,59.0,LECT,REMOTE ONLY,13233.0,PHIL-001-01,Introduction to PhilosophyMust Also Register for a Corresponding Discussion Section,MW,"Johansson, Rolf",60.0,1,19-JAN 07-MAY,7:30-8:45pm,4.0
1,,,,,EXAM,REMOTE ONLY,,,Introduction to PhilosophyMust Also Register for a Corresponding Discussion Section,R,,,,13-MAY 13-MAY,3:00-6:00pm,
2,,,,29.0,DISC,REMOTE ONLY,13234.0,PHIL-001-02D,Introduction to Philosophy,F,Staff,30.0,1,19-JAN 07-MAY,11:30-12:20pm,0.0
3,,,,30.0,DISC,REMOTE ONLY,13235.0,PHIL-001-03D,Introduction to Philosophy,F,Staff,30.0,Closed,19-JAN 07-MAY,2:30-3:20pm,0.0
4,,,,54.0,LECT,REMOTE ONLY,12906.0,PHIL-005-01,Introduction to LogicMust Also Register for a Corresponding Discussion Section,MW,"Johansson, Rolf",60.0,6,19-JAN 07-MAY,6:00-7:15pm,4.0
5,,,,,EXAM,REMOTE ONLY,,,Introduction to LogicMust Also Register for a Corresponding Discussion Section,W,,,,12-MAY 12-MAY,3:00-6:00pm,
6,,,,27.0,DISC,REMOTE ONLY,12907.0,PHIL-005-02D,Introduction to Logic,F,Staff,30.0,3,19-JAN 07-MAY,12:30-1:20pm,0.0
7,,,,27.0,DISC,REMOTE ONLY,12908.0,PHIL-005-03D,Introduction to Logic,F,Staff,30.0,3,19-JAN 07-MAY,1:30-2:20pm,0.0
8,,,,17.0,LECT,REMOTE ONLY,16691.0,PHIL-008-01,"Love, Sex, and GenderMust Also Register for a Corresponding Discussion Section",MWF,"Gunn, Hanna",48.0,31,19-JAN 07-MAY,1:30-2:20pm,4.0
9,,,,,EXAM,REMOTE ONLY,,,"Love, Sex, and GenderMust Also Register for a Corresponding Discussion Section",S,,,,08-MAY 08-MAY,11:30-2:30pm,
10,,,,3.0,DISC,REMOTE ONLY,16692.0,PHIL-008-02D,"Love, Sex, and Gender",F,Staff,12.0,9,19-JAN 07-MAY,8:30-9:20am,0.0
11,,,,8.0,DISC,REMOTE ONLY,16693.0,PHIL-008-03D,"Love, Sex, and Gender",F,Staff,12.0,4,19-JAN 07-MAY,9:30-10:20am,0.0
12,,,,2.0,DISC,REMOTE ONLY,16694.0,PHIL-008-04D,"Love, Sex, and Gender",F,Staff,12.0,10,19-JAN 07-MAY,10:30-11:20am,0.0
13,,,,4.0,DISC,REMOTE ONLY,16695.0,PHIL-008-05D,"Love, Sex, and Gender",F,Staff,12.0,8,19-JAN 07-MAY,11:30-12:20pm,0.0
14,,,,20.0,LECT,REMOTE ONLY,16428.0,PHIL-101-01,Metaphysics,MW,"Johansson, Rolf",25.0,5,19-JAN 07-MAY,4:30-5:45pm,4.0
15,,,,,EXAM,REMOTE ONLY,,,Metaphysics,F,,,,14-MAY 14-MAY,3:00-6:00pm,
16,,,,24.0,LECT,REMOTE ONLY,15411.0,PHIL-106-01,Philosophy of Science,TR,"Hicks, Daniel",25.0,1,19-JAN 07-MAY,9:00-10:15am,4.0
17,,,,,EXAM,REMOTE ONLY,,,Philosophy of Science,T,,,,11-MAY 11-MAY,3:00-6:00pm,
18,,,,107.0,LECT,REMOTE ONLY,14148.0,PHIL-110-01,Philosophy of Cognitive Scienc,TR,"Yoshimi, Jeff",115.0,8,19-JAN 07-MAY,9:00-10:15am,4.0
19,,,,,EXAM,REMOTE ONLY,,,Philosophy of Cognitive Scienc,T,,,,11-MAY 11-MAY,3:00-6:00pm,
20,,,,40.0,LECT,REMOTE ONLY,16579.0,PHIL-180-01,Human Rights,MW,Staff,40.0,Closed,19-JAN 07-MAY,12:00-1:15pm,4.0
21,,,,,EXAM,REMOTE ONLY,,,Human Rights,R,,,,13-MAY 13-MAY,3:00-6:00pm,
22,,,,2.0,SEM,REMOTE ONLY,14577.0,PHIL-191-01,Senior Philosophy Assessment,W,"Yoshimi, Jeff",20.0,18,19-JAN 07-MAY,3:30-4:20pm,1.0
0,,,,0.0,LECT,REMOTE ONLY,16762.0,PHYS-001-01,Physics for Future LeadersMust Also Register for a Corresponding Lab Section,TR,"Utter, Brian",48.0,48,19-JAN 07-MAY,9:00-10:15am,4.0
1,,,,,EXAM,REMOTE ONLY,,,Physics for Future LeadersMust Also Register for a Corresponding Lab Section,T,,,,11-MAY 11-MAY,3:00-6:00pm,
2,,,,0.0,LAB,REMOTE ONLY,16763.0,PHYS-001-02L,Physics for Future Leaders,R,Staff,24.0,24,19-JAN 07-MAY,12:30-2:20pm,0.0
3,,,,0.0,LAB,REMOTE ONLY,16764.0,PHYS-001-03L,Physics for Future Leaders,R,Staff,24.0,24,19-JAN 07-MAY,2:30-4:20pm,0.0
4,,,,84.0,LECT,REMOTE ONLY,15518.0,PHYS-008-01,"Introductory Physics IMust Also Register for a Corresponding Discussion SectionIf Required, Also Register for a Corresponding Lab Section*Lab and Discussion Section Numbers Do Not Have to Match*",TR,"Callaghan, Kristina",120.0,36,19-JAN 07-MAY,1:30-2:45pm,3.0
5,,,,,EXAM,REMOTE ONLY,,,"Introductory Physics IMust Also Register for a Corresponding Discussion SectionIf Required, Also Register for a Corresponding Lab Section*Lab and Discussion Section Numbers Do Not Have to Match*",W,,,,12-MAY 12-MAY,6:30-9:30pm,
6,,,,16.0,DISC,REMOTE ONLY,15519.0,PHYS-008-02D,Introductory Physics I,W,Staff,24.0,8,19-JAN 07-MAY,8:30-10:20am,0.0
7,,,,9.0,DISC,REMOTE ONLY,15520.0,PHYS-008-03D,Introductory Physics I,W,Staff,24.0,15,19-JAN 07-MAY,10:30-12:20pm,0.0
8,,,,22.0,DISC,REMOTE ONLY,15521.0,PHYS-008-04D,Introductory Physics I,W,Staff,24.0,2,19-JAN 07-MAY,12:30-2:20pm,0.0
9,,,,22.0,DISC,REMOTE ONLY,15522.0,PHYS-008-05D,Introductory Physics I,W,Staff,24.0,2,19-JAN 07-MAY,2:30-4:20pm,0.0
10,,,,15.0,DISC,REMOTE ONLY,15523.0,PHYS-008-06D,Introductory Physics I,W,Staff,24.0,9,19-JAN 07-MAY,4:30-6:20pm,0.0
11,,,,47.0,LECT,REMOTE ONLY,15525.0,PHYS-008-20,"Introductory Physics IMust Also Register for a Corresponding Discussion SectionIf Required, Also Register for a Corresponding Lab Section*Lab and Discussion Section Numbers Do Not Have to Match*",TR,"Strubbe, David",72.0,25,19-JAN 07-MAY,12:00-1:15pm,3.0
12,,,,,EXAM,REMOTE ONLY,,,"Introductory Physics IMust Also Register for a Corresponding Discussion SectionIf Required, Also Register for a Corresponding Lab Section*Lab and Discussion Section Numbers Do Not Have to Match*",W,,,,12-MAY 12-MAY,6:30-9:30pm,
13,,,,16.0,DISC,REMOTE ONLY,15527.0,PHYS-008-22D,Introductory Physics I,M,Staff,24.0,8,19-JAN 07-MAY,10:30-12:20pm,0.0
14,,,,13.0,DISC,REMOTE ONLY,15528.0,PHYS-008-23D,Introductory Physics I,M,Staff,24.0,11,19-JAN 07-MAY,12:30-2:20pm,0.0
15,,,,18.0,DISC,REMOTE ONLY,15529.0,PHYS-008-24D,Introductory Physics I,M,Staff,24.0,6,19-JAN 07-MAY,2:30-4:20pm,0.0
16,,,,68.0,LECT,REMOTE ONLY,16344.0,PHYS-008-40,"Introductory Physics IMust Also Register for a Corresponding Discussion SectionIf Required, Also Register for a Corresponding Lab Section*Lab and Discussion Section Numbers Do Not Have to Match*",MW,"Sharping, Jay",96.0,28,19-JAN 07-MAY,4:30-5:45pm,3.0
17,,,,,EXAM,REMOTE ONLY,,,"Introductory Physics IMust Also Register for a Corresponding Discussion SectionIf Required, Also Register for a Corresponding Lab Section*Lab and Discussion Section Numbers Do Not Have to Match*",W,,,,12-MAY 12-MAY,6:30-9:30pm,
18,,,,20.0,DISC,REMOTE ONLY,16345.0,PHYS-008-41D,Introductory Physics I,R,Staff,24.0,4,19-JAN 07-MAY,8:30-10:20am,0.0
19,,,,15.0,DISC,REMOTE ONLY,16346.0,PHYS-008-42D,Introductory Physics I,R,Staff,24.0,9,19-JAN 07-MAY,10:30-12:20pm,0.0
20,,,,16.0,DISC,REMOTE ONLY,16349.0,PHYS-008-45D,Introductory Physics I,R,Staff,24.0,8,19-JAN 07-MAY,4:30-6:20pm,0.0
21,,,,17.0,DISC,REMOTE ONLY,16350.0,PHYS-008-46D,Introductory Physics I,R,Staff,24.0,7,19-JAN 07-MAY,6:30-8:20pm,0.0
22,,,,16.0,LAB,REMOTE ONLY,15475.0,PHYS-008L-01,Introductory Physics I Lab,M,"Callaghan, Kristina",24.0,8,19-JAN 07-MAY,12:30-2:20pm,1.0
23,,,,22.0,LAB,REMOTE ONLY,15476.0,PHYS-008L-02,Introductory Physics I Lab,M,"Callaghan, Kristina",24.0,2,19-JAN 07-MAY,4:30-6:20pm,1.0
24,,,,17.0,LAB,REMOTE ONLY,15477.0,PHYS-008L-03,Introductory Physics I Lab,M,"Callaghan, Kristina",24.0,7,19-JAN 07-MAY,6:30-8:20pm,1.0
25,,,,11.0,LAB,REMOTE ONLY,15478.0,PHYS-008L-04,Introductory Physics I Lab,W,"Callaghan, Kristina",24.0,13,19-JAN 07-MAY,8:30-10:20am,1.0
26,,,,24.0,LAB,REMOTE ONLY,15479.0,PHYS-008L-05,Introductory Physics I Lab,W,"Callaghan, Kristina",24.0,Closed,19-JAN 07-MAY,10:30-12:20pm,1.0
27,,,,24.0,LAB,REMOTE ONLY,15484.0,PHYS-008L-10,Introductory Physics I Lab,T,"Callaghan, Kristina",24.0,Closed,19-JAN 07-MAY,9:30-11:20am,1.0
28,,,,24.0,LAB,REMOTE ONLY,15485.0,PHYS-008L-11,Introductory Physics I Lab,T,"Callaghan, Kristina",24.0,Closed,19-JAN 07-MAY,11:30-1:20pm,1.0
29,,,,21.0,LAB,REMOTE ONLY,15486.0,PHYS-008L-12,Introductory Physics I Lab,T,"Callaghan, Kristina",24.0,3,19-JAN 07-MAY,1:30-3:20pm,1.0
30,,,,19.0,LAB,REMOTE ONLY,15487.0,PHYS-008L-13,Introductory Physics I Lab,T,"Callaghan, Kristina",24.0,5,19-JAN 07-MAY,3:30-5:20pm,1.0
31,,,,14.0,LAB,REMOTE ONLY,15488.0,PHYS-008L-14,Introductory Physics I Lab,T,"Callaghan, Kristina",24.0,10,19-JAN 07-MAY,5:30-7:20pm,1.0
32,,,,12.0,LAB,REMOTE ONLY,16055.0,PHYS-008L-15,Introductory Physics I Lab,M,"Callaghan, Kristina",24.0,12,19-JAN 07-MAY,2:30-4:20pm,1.0
33,,,,96.0,LECT,REMOTE ONLY,15532.0,PHYS-009-01,"Introductory Physics IIMust Also Register for a Corresponding Discussion SectionIf Required, Also Register for a Corresponding Lab Section*Lab and Discussion Section Numbers Do Not Have to Match*",MW,"Nierenberg, Anna",96.0,Closed,19-JAN 07-MAY,1:30-2:45pm,3.0
34,,,,,EXAM,REMOTE ONLY,,,"Introductory Physics IIMust Also Register for a Corresponding Discussion SectionIf Required, Also Register for a Corresponding Lab Section*Lab and Discussion Section Numbers Do Not Have to Match*",S,,,,08-MAY 08-MAY,6:30-9:30pm,
35,,,,24.0,DISC,REMOTE ONLY,15533.0,PHYS-009-02D,Introductory Physics II,R,Staff,24.0,Closed,19-JAN 07-MAY,9:30-11:20am,0.0
36,,,,24.0,DISC,REMOTE ONLY,15534.0,PHYS-009-03D,Introductory Physics II,R,Staff,24.0,Closed,19-JAN 07-MAY,11:30-1:20pm,0.0
37,,,,24.0,DISC,REMOTE ONLY,15535.0,PHYS-009-04D,Introductory Physics II,R,Staff,24.0,Closed,19-JAN 07-MAY,1:30-3:20pm,0.0
38,,,,24.0,DISC,REMOTE ONLY,15536.0,PHYS-009-05D,Introductory Physics II,R,Staff,24.0,Closed,19-JAN 07-MAY,3:30-5:20pm,0.0
39,,,,120.0,LECT,REMOTE ONLY,15537.0,PHYS-009-20,"Introductory Physics IIMust Also Register for a Corresponding Discussion SectionIf Required, Also Register for a Corresponding Lab Section*Lab and Discussion Section Numbers Do Not Have to Match*",TR,"Callaghan, Kristina",120.0,Closed,19-JAN 07-MAY,12:00-1:15pm,3.0
40,,,,,EXAM,REMOTE ONLY,,,"Introductory Physics IIMust Also Register for a Corresponding Discussion SectionIf Required, Also Register for a Corresponding Lab Section*Lab and Discussion Section Numbers Do Not Have to Match*",S,,,,08-MAY 08-MAY,6:30-9:30pm,
41,,,,24.0,DISC,REMOTE ONLY,15538.0,PHYS-009-21D,Introductory Physics II,W,Staff,24.0,Closed,19-JAN 07-MAY,3:30-5:20pm,0.0
42,,,,24.0,DISC,REMOTE ONLY,15539.0,PHYS-009-22D,Introductory Physics II,W,Staff,24.0,Closed,19-JAN 07-MAY,5:30-7:20pm,0.0
43,,,,24.0,DISC,REMOTE ONLY,15540.0,PHYS-009-23D,Introductory Physics II,W,Staff,24.0,Closed,19-JAN 07-MAY,7:30-9:20pm,0.0
44,,,,24.0,DISC,REMOTE ONLY,15541.0,PHYS-009-24D,Introductory Physics II,W,Staff,24.0,Closed,19-JAN 07-MAY,9:30-11:20am,0.0
45,,,,24.0,DISC,REMOTE ONLY,15542.0,PHYS-009-25D,Introductory Physics II,W,Staff,24.0,Closed,19-JAN 07-MAY,1:30-3:20pm,0.0
46,,,,24.0,LAB,REMOTE ONLY,15489.0,PHYS-009L-01,Introductory Physics II Lab,T,"Menke, Carrie",24.0,Closed,19-JAN 07-MAY,9:30-11:20am,1.0
47,,,,24.0,LAB,REMOTE ONLY,15490.0,PHYS-009L-02,Introductory Physics II Lab,T,"Menke, Carrie",24.0,Closed,19-JAN 07-MAY,11:30-1:20pm,1.0
48,,,,24.0,LAB,REMOTE ONLY,15491.0,PHYS-009L-03,Introductory Physics II Lab,T,"Menke, Carrie",24.0,Closed,19-JAN 07-MAY,1:30-3:20pm,1.0
49,,,,23.0,LAB,REMOTE ONLY,15492.0,PHYS-009L-04,Introductory Physics II Lab,T,"Menke, Carrie",24.0,1,19-JAN 07-MAY,3:30-5:20pm,1.0
50,,,,24.0,LAB,REMOTE ONLY,15493.0,PHYS-009L-05,Introductory Physics II Lab,T,"Menke, Carrie",24.0,Closed,19-JAN 07-MAY,5:30-7:20pm,1.0
51,,,,24.0,LAB,REMOTE ONLY,15494.0,PHYS-009L-06,Introductory Physics II Lab,T,"Menke, Carrie",24.0,Closed,19-JAN 07-MAY,7:30-9:20pm,1.0
52,,,,22.0,LAB,REMOTE ONLY,15498.0,PHYS-009L-10,Introductory Physics II Lab,W,"Menke, Carrie",24.0,2,19-JAN 07-MAY,8:30-10:20am,1.0
53,,,,23.0,LAB,REMOTE ONLY,15499.0,PHYS-009L-11,Introductory Physics II Lab,W,"Menke, Carrie",24.0,1,19-JAN 07-MAY,10:30-12:20pm,1.0
54,,,,17.0,LAB,REMOTE ONLY,15500.0,PHYS-009L-12,Introductory Physics II Lab,W,"Menke, Carrie",24.0,7,19-JAN 07-MAY,11:30-1:20pm,1.0
55,,,,8.0,LAB,REMOTE ONLY,16701.0,PHYS-009L-16,Introductory Physics II Lab,T,"Menke, Carrie",24.0,16,19-JAN 07-MAY,11:30-1:20pm,1.0
56,,,,64.0,LECT,REMOTE ONLY,15551.0,PHYS-018-01,"Physics I - BioMust Also Register for a Corresponding Discussion SectionIf Required, Also Register for a Corresponding Lab Section*Lab and Discussion Section Numbers Do Not Have to Match*",MW,"Stone, Toni",72.0,8,19-JAN 07-MAY,3:00-4:15pm,3.0
57,,,,,EXAM,REMOTE ONLY,,,"Physics I - BioMust Also Register for a Corresponding Discussion SectionIf Required, Also Register for a Corresponding Lab Section*Lab and Discussion Section Numbers Do Not Have to Match*",W,,,,12-MAY 12-MAY,6:30-9:30pm,
58,,,,16.0,DISC,REMOTE ONLY,15559.0,PHYS-018-02D,Physics I - Bio,T,Staff,24.0,8,19-JAN 07-MAY,9:30-11:20am,0.0
59,,,,24.0,DISC,REMOTE ONLY,15560.0,PHYS-018-03D,Physics I - Bio,T,Staff,24.0,Closed,19-JAN 07-MAY,11:30-1:20pm,0.0
60,,,,24.0,DISC,REMOTE ONLY,15561.0,PHYS-018-04D,Physics I - Bio,T,Staff,24.0,Closed,19-JAN 07-MAY,1:30-3:20pm,0.0
61,,,,120.0,LECT,REMOTE ONLY,15552.0,PHYS-018-20,"Physics I - BioMust Also Register for a Corresponding Discussion SectionIf Required, Also Register for a Corresponding Lab Section*Lab and Discussion Section Numbers Do Not Have to Match*",TR,"Stone, Toni",120.0,Closed,19-JAN 07-MAY,9:00-10:15am,3.0
62,,,,,EXAM,REMOTE ONLY,,,"Physics I - BioMust Also Register for a Corresponding Discussion SectionIf Required, Also Register for a Corresponding Lab Section*Lab and Discussion Section Numbers Do Not Have to Match*",W,,,,12-MAY 12-MAY,6:30-9:30pm,
63,,,,24.0,DISC,REMOTE ONLY,15553.0,PHYS-018-21D,Physics I - Bio,T,Staff,24.0,Closed,19-JAN 07-MAY,3:30-5:20pm,0.0
64,,,,24.0,DISC,REMOTE ONLY,15554.0,PHYS-018-22D,Physics I - Bio,T,Staff,24.0,Closed,19-JAN 07-MAY,5:30-7:20pm,0.0
65,,,,24.0,DISC,REMOTE ONLY,15555.0,PHYS-018-23D,Physics I - Bio,T,Staff,24.0,Closed,19-JAN 07-MAY,7:30-9:20pm,0.0
66,,,,24.0,DISC,REMOTE ONLY,15556.0,PHYS-018-24D,Physics I - Bio,M,Staff,24.0,Closed,19-JAN 07-MAY,4:30-6:20pm,0.0
67,,,,24.0,DISC,REMOTE ONLY,15557.0,PHYS-018-25D,Physics I - Bio,M,Staff,24.0,Closed,19-JAN 07-MAY,6:30-8:20pm,0.0
68,,,,16.0,LAB,REMOTE ONLY,15502.0,PHYS-018L-01,Intro Physics I for Bio Lab,R,"Callaghan, Kristina",24.0,8,19-JAN 07-MAY,9:30-11:20am,1.0
69,,,,24.0,LAB,REMOTE ONLY,15503.0,PHYS-018L-02,Intro Physics I for Bio Lab,R,"Callaghan, Kristina",24.0,Closed,19-JAN 07-MAY,11:30-1:20pm,1.0
70,,,,24.0,LAB,REMOTE ONLY,15504.0,PHYS-018L-03,Intro Physics I for Bio Lab,R,"Callaghan, Kristina",24.0,Closed,19-JAN 07-MAY,1:30-3:20pm,1.0
71,,,,24.0,LAB,REMOTE ONLY,15505.0,PHYS-018L-04,Intro Physics I for Bio Lab,R,"Callaghan, Kristina",24.0,Closed,19-JAN 07-MAY,3:30-5:20pm,1.0
